"Notes"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Male"	"M"	"2008"	"2008"	"50-54 years"	"50-54"	3263	10598921	30.8
	"Male"	"M"	"2008"	"2008"	"55-59 years"	"55-59"	1956	9112330	21.5
	"Male"	"M"	"2008"	"2008"	"60-64 years "	"60-64"	761	7362970	10.3
	"Male"	"M"	"2008"	"2008"	"65-69 years"	"65-69"	361	5446439	6.6
	"Male"	"M"	"2008"	"2008"	"70-74 years"	"70-74"	173	4054996	4.3
	"Male"	"M"	"2008"	"2008"	"75-79 years"	"75-79"	122	3167246	3.9
	"Male"	"M"	"2008"	"2008"	"80-84 years"	"80-84"	105	2252413	4.7
	"Male"	"M"	"2008"	"2008"	"85-89 years"	"85-89"	57	Not Applicable	Not Applicable
	"Male"	"M"	"2008"	"2008"	"90-94 years"	"90-94"	26	Not Applicable	Not Applicable
	"Male"	"M"	"2009"	"2009"	"< 1 year"	"1"	13	2044418	Unreliable
	"Male"	"M"	"2009"	"2009"	"1-4 years"	"1-4"	20	8297671	0.2
	"Male"	"M"	"2009"	"2009"	"10-14 years"	"10-14"	19	10571832	Unreliable
	"Male"	"M"	"2009"	"2009"	"15-19 years"	"15-19"	599	11388239	5.3
	"Male"	"M"	"2009"	"2009"	"20-24 years"	"20-24"	1996	10924709	18.3
	"Male"	"M"	"2009"	"2009"	"25-29 years"	"25-29"	2631	10611357	24.8
	"Male"	"M"	"2009"	"2009"	"30-34 years"	"30-34"	2451	9844555	24.9
	"Male"	"M"	"2009"	"2009"	"35-39 years"	"35-39"	2491	10215627	24.4
	"Male"	"M"	"2009"	"2009"	"40-44 years"	"40-44"	2967	10430574	28.4
	"Male"	"M"	"2009"	"2009"	"45-49 years"	"45-49"	3694	11285671	32.7
	"Male"	"M"	"2009"	"2009"	"50-54 years"	"50-54"	3155	10783563	29.3
	"Male"	"M"	"2009"	"2009"	"55-59 years"	"55-59"	2105	9334386	22.6
	"Male"	"M"	"2009"	"2009"	"60-64 years "	"60-64"	939	7741673	12.1
	"Male"	"M"	"2009"	"2009"	"65-69 years"	"65-69"	375	5684499	6.6
	"Male"	"M"	"2009"	"2009"	"70-74 years"	"70-74"	190	4173443	4.6
	"Male"	"M"	"2009"	"2009"	"75-79 years"	"75-79"	135	3159284	4.3
	"Male"	"M"	"2009"	"2009"	"80-84 years"	"80-84"	116	2272851	5.1
	"Male"	"M"	"2009"	"2009"	"85-89 years"	"85-89"	75	Not Applicable	Not Applicable
	"Male"	"M"	"2009"	"2009"	"90-94 years"	"90-94"	20	Not Applicable	Not Applicable
	"Male"	"M"	"2009"	"2009"	"95-99 years"	"95-99"	12	Not Applicable	Not Applicable
	"Male"	"M"	"2010"	"2010"	"< 1 year"	"1"	14	2014276	Unreliable
	"Male"	"M"	"2010"	"2010"	"1-4 years"	"1-4"	24	8305151	0.3
	"Male"	"M"	"2010"	"2010"	"5-9 years"	"5-9"	10	10389638	Unreliable
	"Male"	"M"	"2010"	"2010"	"10-14 years"	"10-14"	32	10579862	0.3
	"Male"	"M"	"2010"	"2010"	"15-19 years"	"15-19"	604	11303666	5.3
	"Male"	"M"	"2010"	"2010"	"20-24 years"	"20-24"	2047	11014176	18.6
	"Male"	"M"	"2010"	"2010"	"25-29 years"	"25-29"	2741	10635591	25.8
	"Male"	"M"	"2010"	"2010"	"30-34 years"	"30-34"	2610	9996500	26.1
	"Male"	"M"	"2010"	"2010"	"35-39 years"	"35-39"	2505	10042022	24.9
	"Male"	"M"	"2010"	"2010"	"40-44 years"	"40-44"	2818	10393977	27.1
	"Male"	"M"	"2010"	"2010"	"45-49 years"	"45-49"	3515	11209085	31.4
	"Male"	"M"	"2010"	"2010"	"50-54 years"	"50-54"	3212	10933274	29.4
	"Male"	"M"	"2010"	"2010"	"55-59 years"	"55-59"	2262	9523648	23.8
	"Male"	"M"	"2010"	"2010"	"60-64 years "	"60-64"	1095	8077500	13.6
	"Male"	"M"	"2010"	"2010"	"65-69 years"	"65-69"	352	5852547	6.0
	"Male"	"M"	"2010"	"2010"	"70-74 years"	"70-74"	185	4243972	4.4
	"Male"	"M"	"2010"	"2010"	"75-79 years"	"75-79"	129	3182388	4.1
	"Male"	"M"	"2010"	"2010"	"80-84 years"	"80-84"	106	2294374	4.6
	"Male"	"M"	"2010"	"2010"	"85-89 years"	"85-89"	75	Not Applicable	Not Applicable
	"Male"	"M"	"2010"	"2010"	"90-94 years"	"90-94"	26	Not Applicable	Not Applicable
	"Male"	"M"	"2011"	"2011"	"< 1 year"	"1"	16	2043710	Unreliable
	"Male"	"M"	"2011"	"2011"	"1-4 years"	"1-4"	23	8255790	0.3
	"Male"	"M"	"2011"	"2011"	"10-14 years"	"10-14"	19	10587030	Unreliable
	"Male"	"M"	"2011"	"2011"	"15-19 years"	"15-19"	614	11118946	5.5
	"Male"	"M"	"2011"	"2011"	"20-24 years"	"20-24"	2241	11312700	19.8
	"Male"	"M"	"2011"	"2011"	"25-29 years"	"25-29"	2994	10761515	27.8
	"Male"	"M"	"2011"	"2011"	"30-34 years"	"30-34"	3017	10282648	29.3
	"Male"	"M"	"2011"	"2011"	"35-39 years"	"35-39"	2677	9761311	27.4
	"Male"	"M"	"2011"	"2011"	"40-44 years"	"40-44"	2991	10462159	28.6
	"Male"	"M"	"2011"	"2011"	"45-49 years"	"45-49"	3588	10952701	32.8
	"Male"	"M"	"2011"	"2011"	"50-54 years"	"50-54"	3521	11066546	31.8
	"Male"	"M"	"2011"	"2011"	"55-59 years"	"55-59"	2512	9816051	25.6
	"Male"	"M"	"2011"	"2011"	"60-64 years "	"60-64"	1222	8542154	14.3
	"Male"	"M"	"2011"	"2011"	"65-69 years"	"65-69"	465	6071930	7.7
	"Male"	"M"	"2011"	"2011"	"70-74 years"	"70-74"	199	4404383	4.5
	"Male"	"M"	"2011"	"2011"	"75-79 years"	"75-79"	129	3232738	4.0
	"Male"	"M"	"2011"	"2011"	"80-84 years"	"80-84"	107	2340295	4.6
	"Male"	"M"	"2011"	"2011"	"85-89 years"	"85-89"	63	Not Applicable	Not Applicable
	"Male"	"M"	"2011"	"2011"	"90-94 years"	"90-94"	25	Not Applicable	Not Applicable
	"Male"	"M"	"2012"	"2012"	"< 1 year"	"1"	18	2016738	Unreliable
	"Male"	"M"	"2012"	"2012"	"1-4 years"	"1-4"	25	8199397	0.3
	"Male"	"M"	"2012"	"2012"	"10-14 years"	"10-14"	20	10567214	0.2
	"Male"	"M"	"2012"	"2012"	"15-19 years"	"15-19"	505	10962861	4.6
	"Male"	"M"	"2012"	"2012"	"20-24 years"	"20-24"	2162	11549456	18.7
	"Male"	"M"	"2012"	"2012"	"25-29 years"	"25-29"	2896	10844886	26.7
	"Male"	"M"	"2012"	"2012"	"30-34 years"	"30-34"	3094	10493906	29.5
	"Male"	"M"	"2012"	"2012"	"35-39 years"	"35-39"	2735	9714613	28.2
	"Male"	"M"	"2012"	"2012"	"40-44 years"	"40-44"	2979	10458994	28.5
	"Male"	"M"	"2012"	"2012"	"45-49 years"	"45-49"	3472	10726625	32.4
	"Male"	"M"	"2012"	"2012"	"50-54 years"	"50-54"	3548	11080245	32.0
	"Male"	"M"	"2012"	"2012"	"55-59 years"	"55-59"	2641	10068409	26.2
	"Male"	"M"	"2012"	"2012"	"60-64 years "	"60-64"	1325	8534485	15.5
	"Male"	"M"	"2012"	"2012"	"65-69 years"	"65-69"	572	6606856	8.7
	"Male"	"M"	"2012"	"2012"	"70-74 years"	"70-74"	246	4596006	5.4
	"Male"	"M"	"2012"	"2012"	"75-79 years"	"75-79"	126	3291452	3.8
	"Male"	"M"	"2012"	"2012"	"80-84 years"	"80-84"	97	2356698	4.1
	"Male"	"M"	"2012"	"2012"	"85-89 years"	"85-89"	79	Not Applicable	Not Applicable
	"Male"	"M"	"2012"	"2012"	"90-94 years"	"90-94"	41	Not Applicable	Not Applicable
	"Male"	"M"	"2013"	"2013"	"< 1 year"	"1"	13	2016727	Unreliable
	"Male"	"M"	"2013"	"2013"	"1-4 years"	"1-4"	25	8135691	0.3
	"Male"	"M"	"2013"	"2013"	"15-19 years"	"15-19"	484	10846190	4.5
	"Male"	"M"	"2013"	"2013"	"20-24 years"	"20-24"	2243	11678965	19.2
	"Male"	"M"	"2013"	"2013"	"25-29 years"	"25-29"	3058	10959879	27.9
	"Male"	"M"	"2013"	"2013"	"30-34 years"	"30-34"	3364	10681612	31.5
	"Male"	"M"	"2013"	"2013"	"35-39 years"	"35-39"	2851	9785269	29.1
	"Male"	"M"	"2013"	"2013"	"40-44 years"	"40-44"	3076	10359992	29.7
	"Male"	"M"	"2013"	"2013"	"45-49 years"	"45-49"	3488	10498118	33.2
	"Male"	"M"	"2013"	"2013"	"50-54 years"	"50-54"	3719	11070966	33.6
	"Male"	"M"	"2013"	"2013"	"55-59 years"	"55-59"	3004	10282382	29.2
	"Male"	"M"	"2013"	"2013"	"60-64 years "	"60-64"	1678	8674373	19.3
	"Male"	"M"	"2013"	"2013"	"65-69 years"	"65-69"	657	6913190	9.5
	"Male"	"M"	"2013"	"2013"	"70-74 years"	"70-74"	288	4884452	5.9
	"Male"	"M"	"2013"	"2013"	"75-79 years"	"75-79"	171	3390347	5.0
	"Male"	"M"	"2013"	"2013"	"80-84 years"	"80-84"	100	2370170	4.2
	"Male"	"M"	"2013"	"2013"	"85-89 years"	"85-89"	101	Not Applicable	Not Applicable
	"Male"	"M"	"2013"	"2013"	"90-94 years"	"90-94"	39	Not Applicable	Not Applicable
	"Male"	"M"	"2014"	"2014"	"< 1 year"	"1"	11	2017857	Unreliable
	"Male"	"M"	"2014"	"2014"	"1-4 years"	"1-4"	23	8137871	0.3
	"Male"	"M"	"2014"	"2014"	"10-14 years"	"10-14"	14	10551219	Unreliable
	"Male"	"M"	"2014"	"2014"	"15-19 years"	"15-19"	450	10784023	4.2
	"Male"	"M"	"2014"	"2014"	"20-24 years"	"20-24"	2357	11739427	20.1
	"Male"	"M"	"2014"	"2014"	"25-29 years"	"25-29"	3422	11161389	30.7
	"Male"	"M"	"2014"	"2014"	"30-34 years"	"30-34"	3857	10808825	35.7
	"Male"	"M"	"2014"	"2014"	"35-39 years"	"35-39"	3318	9939836	33.4
	"Male"	"M"	"2014"	"2014"	"40-44 years"	"40-44"	3195	10219393	31.3
	"Male"	"M"	"2014"	"2014"	"45-49 years"	"45-49"	3565	10347463	34.5
	"Male"	"M"	"2014"	"2014"	"50-54 years"	"50-54"	3916	11077581	35.4
	"Male"	"M"	"2014"	"2014"	"55-59 years"	"55-59"	3204	10443988	30.7
	"Male"	"M"	"2014"	"2014"	"60-64 years "	"60-64"	1737	8877894	19.6
	"Male"	"M"	"2014"	"2014"	"65-69 years"	"65-69"	720	7249106	9.9
	"Male"	"M"	"2014"	"2014"	"70-74 years"	"70-74"	322	5099939	6.3
	"Male"	"M"	"2014"	"2014"	"75-79 years"	"75-79"	156	3511566	4.4
	"Male"	"M"	"2014"	"2014"	"80-84 years"	"80-84"	117	2381812	4.9
	"Male"	"M"	"2014"	"2014"	"85-89 years"	"85-89"	78	Not Applicable	Not Applicable
	"Male"	"M"	"2014"	"2014"	"90-94 years"	"90-94"	32	Not Applicable	Not Applicable
	"Male"	"M"	"2015"	"2015"	"< 1 year"	"1"	18	2035134	Unreliable
	"Male"	"M"	"2015"	"2015"	"1-4 years"	"1-4"	23	8142467	0.3
	"Male"	"M"	"2015"	"2015"	"10-14 years"	"10-14"	17	10520388	Unreliable
	"Male"	"M"	"2015"	"2015"	"15-19 years"	"15-19"	510	10797867	4.7
	"Male"	"M"	"2015"	"2015"	"20-24 years"	"20-24"	2576	11667854	22.1
	"Male"	"M"	"2015"	"2015"	"25-29 years"	"25-29"	4193	11409399	36.8
	"Male"	"M"	"2015"	"2015"	"30-34 years"	"30-34"	4545	10889739	41.7
	"Male"	"M"	"2015"	"2015"	"35-39 years"	"35-39"	4115	10173424	40.4
	"Male"	"M"	"2015"	"2015"	"40-44 years"	"40-44"	3524	10030153	35.1
	"Male"	"M"	"2015"	"2015"	"45-49 years"	"45-49"	3960	10334929	38.3
	"Male"	"M"	"2015"	"2015"	"50-54 years"	"50-54"	4045	10963847	36.9
	"Male"	"M"	"2015"	"2015"	"55-59 years"	"55-59"	3563	10597567	33.6
	"Male"	"M"	"2015"	"2015"	"60-64 years "	"60-64"	2012	9117180	22.1
	"Male"	"M"	"2015"	"2015"	"65-69 years"	"65-69"	939	7596190	12.4
	"Male"	"M"	"2015"	"2015"	"70-74 years"	"70-74"	325	5296158	6.1
	"Male"	"M"	"2015"	"2015"	"75-79 years"	"75-79"	176	3610906	4.9
	"Male"	"M"	"2015"	"2015"	"80-84 years"	"80-84"	116	2412665	4.8
	"Male"	"M"	"2015"	"2015"	"85-89 years"	"85-89"	95	Not Applicable	Not Applicable
	"Male"	"M"	"2015"	"2015"	"90-94 years"	"90-94"	43	Not Applicable	Not Applicable
	"Male"	"M"	"2016"	"2016"	"< 1 year"	"1"	19	2030478	Unreliable
	"Male"	"M"	"2016"	"2016"	"1-4 years"	"1-4"	30	8156375	0.4
	"Male"	"M"	"2016"	"2016"	"10-14 years"	"10-14"	16	10518732	Unreliable
	"Male"	"M"	"2016"	"2016"	"15-19 years"	"15-19"	591	10801846	5.5
	"Male"	"M"	"2016"	"2016"	"20-24 years"	"20-24"	3424	11491065	29.8
	"Male"	"M"	"2016"	"2016"	"25-29 years"	"25-29"	5494	11631474	47.2
	"Male"	"M"	"2016"	"2016"	"30-34 years"	"30-34"	5931	10968264	54.1
	"Male"	"M"	"2016"	"2016"	"35-39 years"	"35-39"	5489	10376442	52.9
	"Male"	"M"	"2016"	"2016"	"40-44 years"	"40-44"	4381	9776321	44.8
	"Male"	"M"	"2016"	"2016"	"45-49 years"	"45-49"	4664	10375955	45.0
	"Male"	"M"	"2016"	"2016"	"50-54 years"	"50-54"	4864	10730184	45.3
	"Male"	"M"	"2016"	"2016"	"55-59 years"	"55-59"	4425	10683406	41.4
	"Male"	"M"	"2016"	"2016"	"60-64 years "	"60-64"	2627	9315632	28.2
	"Male"	"M"	"2016"	"2016"	"65-69 years"	"65-69"	1131	7936919	14.2
	"Male"	"M"	"2016"	"2016"	"70-74 years"	"70-74"	413	5454190	7.6
	"Male"	"M"	"2016"	"2016"	"75-79 years"	"75-79"	186	3723619	5.0
	"Male"	"M"	"2016"	"2016"	"80-84 years"	"80-84"	98	2453255	4.0
	"Male"	"M"	"2016"	"2016"	"85-89 years"	"85-89"	87	Not Applicable	Not Applicable
	"Male"	"M"	"2016"	"2016"	"90-94 years"	"90-94"	39	Not Applicable	Not Applicable
	"Male"	"M"	"2016"	"2016"	"95-99 years"	"95-99"	10	Not Applicable	Not Applicable
	"Male"	"M"	"2017"	"2017"	"< 1 year"	"1"	19	2015150	Unreliable
	"Male"	"M"	"2017"	"2017"	"1-4 years"	"1-4"	25	8180818	0.3
	"Male"	"M"	"2017"	"2017"	"10-14 years"	"10-14"	22	10605072	0.2
	"Male"	"M"	"2017"	"2017"	"15-19 years"	"15-19"	542	10800491	5.0
	"Male"	"M"	"2017"	"2017"	"20-24 years"	"20-24"	3335	11349142	29.4
	"Male"	"M"	"2017"	"2017"	"25-29 years"	"25-29"	6154	11902230	51.7
	"Male"	"M"	"2017"	"2017"	"30-34 years"	"30-34"	6706	11089131	60.5
	"Male"	"M"	"2017"	"2017"	"35-39 years"	"35-39"	6323	10615985	59.6
	"Male"	"M"	"2017"	"2017"	"40-44 years"	"40-44"	4886	9753115	50.1
	"Male"	"M"	"2017"	"2017"	"45-49 years"	"45-49"	5280	10386175	50.8
	"Male"	"M"	"2017"	"2017"	"50-54 years"	"50-54"	5359	10520182	50.9
	"Male"	"M"	"2017"	"2017"	"55-59 years"	"55-59"	4950	10700520	46.3
	"Male"	"M"	"2017"	"2017"	"60-64 years "	"60-64"	2997	9557283	31.4
	"Male"	"M"	"2017"	"2017"	"65-69 years"	"65-69"	1422	7929868	17.9
	"Male"	"M"	"2017"	"2017"	"70-74 years"	"70-74"	472	5947272	7.9
	"Male"	"M"	"2017"	"2017"	"75-79 years"	"75-79"	199	3898816	5.1
	"Male"	"M"	"2017"	"2017"	"80-84 years"	"80-84"	116	2509059	4.6
	"Male"	"M"	"2017"	"2017"	"85-89 years"	"85-89"	89	Not Applicable	Not Applicable
	"Male"	"M"	"2017"	"2017"	"90-94 years"	"90-94"	42	Not Applicable	Not Applicable
	"Male"	"M"	"2017"	"2017"	"95-99 years"	"95-99"	13	Not Applicable	Not Applicable
	"Male"	"M"	"2018"	"2018"	"< 1 year"	"1"	16	1968505	Unreliable
	"Male"	"M"	"2018"	"2018"	"1-4 years"	"1-4"	24	8163697	0.3
	"Male"	"M"	"2018"	"2018"	"10-14 years"	"10-14"	15	10658840	Unreliable
	"Male"	"M"	"2018"	"2018"	"15-19 years"	"15-19"	472	10774908	4.4
	"Male"	"M"	"2018"	"2018"	"20-24 years"	"20-24"	2736	11201547	24.4
	"Male"	"M"	"2018"	"2018"	"25-29 years"	"25-29"	5590	12018838	46.5
	"Male"	"M"	"2018"	"2018"	"30-34 years"	"30-34"	6278	11191871	56.1
	"Male"	"M"	"2018"	"2018"	"35-39 years"	"35-39"	6215	10790190	57.6
	"Male"	"M"	"2018"	"2018"	"40-44 years"	"40-44"	4997	9797410	51.0
	"Male"	"M"	"2018"	"2018"	"45-49 years"	"45-49"	4977	10263995	48.5
	"Male"	"M"	"2018"	"2018"	"50-54 years"	"50-54"	5047	10277207	49.1
	"Male"	"M"	"2018"	"2018"	"55-59 years"	"55-59"	4813	10669327	45.1
	"Male"	"M"	"2018"	"2018"	"60-64 years "	"60-64"	3414	9729536	35.1
	"Male"	"M"	"2018"	"2018"	"65-69 years"	"65-69"	1650	8034813	20.5
	"Male"	"M"	"2018"	"2018"	"70-74 years"	"70-74"	570	6211272	9.2
	"Male"	"M"	"2018"	"2018"	"75-79 years"	"75-79"	241	4144674	5.8
	"Male"	"M"	"2018"	"2018"	"80-84 years"	"80-84"	134	2590366	5.2
	"Male"	"M"	"2018"	"2018"	"85-89 years"	"85-89"	81	Not Applicable	Not Applicable
	"Male"	"M"	"2018"	"2018"	"90-94 years"	"90-94"	39	Not Applicable	Not Applicable
	"Male"	"M"	"2018"	"2018"	"95-99 years"	"95-99"	12	Not Applicable	Not Applicable
	"Male"	"M"	"2019"	"2019"	"< 1 year"	"1"	30	1935117	1.6
	"Male"	"M"	"2019"	"2019"	"1-4 years"	"1-4"	24	8074090	0.3
	"Male"	"M"	"2019"	"2019"	"10-14 years"	"10-14"	16	10618261	Unreliable
	"Male"	"M"	"2019"	"2019"	"15-19 years"	"15-19"	541	10745607	5.0
	"Male"	"M"	"2019"	"2019"	"20-24 years"	"20-24"	2849	11064752	25.7
	"Male"	"M"	"2019"	"2019"	"25-29 years"	"25-29"	5494	12004570	45.8
	"Male"	"M"	"2019"	"2019"	"30-34 years"	"30-34"	6442	11354610	56.7
	"Male"	"M"	"2019"	"2019"	"35-39 years"	"35-39"	6663	10884941	61.2
	"Male"	"M"	"2019"	"2019"	"40-44 years"	"40-44"	5586	9907139	56.4
	"Male"	"M"	"2019"	"2019"	"45-49 years"	"45-49"	5110	10085355	50.7
	"Male"	"M"	"2019"	"2019"	"50-54 years"	"50-54"	5310	10086611	52.6
	"Male"	"M"	"2019"	"2019"	"55-59 years"	"55-59"	5420	10642489	50.9
	"Male"	"M"	"2019"	"2019"	"60-64 years "	"60-64"	3741	9856730	38.0
	"Male"	"M"	"2019"	"2019"	"65-69 years"	"65-69"	1937	8199773	23.6
	"Male"	"M"	"2019"	"2019"	"70-74 years"	"70-74"	680	6499806	10.5
	"Male"	"M"	"2019"	"2019"	"75-79 years"	"75-79"	282	4318499	6.5
	"Male"	"M"	"2019"	"2019"	"80-84 years"	"80-84"	139	2679724	5.2
	"Male"	"M"	"2019"	"2019"	"85-89 years"	"85-89"	72	Not Applicable	Not Applicable
	"Male"	"M"	"2019"	"2019"	"90-94 years"	"90-94"	34	Not Applicable	Not Applicable
	"Male"	"M"	"2019"	"2019"	"95-99 years"	"95-99"	11	Not Applicable	Not Applicable
	"Male"	"M"	"2020 "	"2020"	"< 1 year"	"1"	34	1908141	1.8
	"Male"	"M"	"2020 "	"2020"	"1-4 years"	"1-4"	42	7953016	0.5
	"Male"	"M"	"2020 "	"2020"	"5-9 years"	"5-9"	10	10346753	Unreliable
	"Male"	"M"	"2020 "	"2020"	"10-14 years"	"10-14"	37	10594968	0.3
	"Male"	"M"	"2020 "	"2020"	"15-19 years"	"15-19"	1079	10694597	10.1
	"Male"	"M"	"2020 "	"2020"	"20-24 years"	"20-24"	4111	11032846	37.3
	"Male"	"M"	"2020 "	"2020"	"25-29 years"	"25-29"	7215	11875126	60.8
	"Male"	"M"	"2020 "	"2020"	"30-34 years"	"30-34"	8853	11569253	76.5
	"Male"	"M"	"2020 "	"2020"	"35-39 years"	"35-39"	8963	10937588	81.9
	"Male"	"M"	"2020 "	"2020"	"40-44 years"	"40-44"	7451	10108280	73.7
	"Male"	"M"	"2020 "	"2020"	"45-49 years"	"45-49"	6671	9872904	67.6
	"Male"	"M"	"2020 "	"2020"	"50-54 years"	"50-54"	6800	10051788	67.6
	"Male"	"M"	"2020 "	"2020"	"55-59 years"	"55-59"	6706	10511928	63.8
	"Male"	"M"	"2020 "	"2020"	"60-64 years "	"60-64"	4770	9977506	47.8
	"Male"	"M"	"2020 "	"2020"	"65-69 years"	"65-69"	2390	8390351	28.5
	"Male"	"M"	"2020 "	"2020"	"70-74 years"	"70-74"	895	6793189	13.2
	"Male"	"M"	"2020 "	"2020"	"75-79 years"	"75-79"	287	4473684	6.4
	"Male"	"M"	"2020 "	"2020"	"80-84 years"	"80-84"	137	2749591	5.0
	"Male"	"M"	"2020 "	"2020"	"85-89 years"	"85-89"	78	Not Applicable	Not Applicable
	"Male"	"M"	"2020 "	"2020"	"90-94 years"	"90-94"	51	Not Applicable	Not Applicable
	"Male"	"M"	"2020 "	"2020"	"95-99 years"	"95-99"	12	Not Applicable	Not Applicable
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Drug/Alcohol Induced Causes: Drug-induced causes"
"Five-Year Age Groups: < 1 year; 1-4 years; 5-9 years; 10-14 years; 15-19 years; 20-24 years; 25-29 years; 30-34 years; 35-39"
"years; 40-44 years; 45-49 years; 50-54 years; 55-59 years; 60-64 years ; 65-69 years; 70-74 years; 75-79 years; 80-84 years;"
"85-89 years; 90-94 years; 95-99 years; 100+ years"
"Group By: Gender; Year; Five-Year Age Groups"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Feb 15, 2023 9:43:31 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on Feb 15, 2023 9:43:31 AM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Ages 85-100."
"2. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"3. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies."
"4. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies."
"5. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"6. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Assurance of Confidentiality."
"7. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"8. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Not Stated."
"9. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"10. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
