"Notes"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Female"	"F"	"2014"	"2014"	"80-84 years"	"80-84"	132	3378554	3.9
	"Female"	"F"	"2014"	"2014"	"85-89 years"	"85-89"	113	Not Applicable	Not Applicable
	"Female"	"F"	"2014"	"2014"	"90-94 years"	"90-94"	58	Not Applicable	Not Applicable
	"Female"	"F"	"2014"	"2014"	"95-99 years"	"95-99"	20	Not Applicable	Not Applicable
	"Female"	"F"	"2015"	"2015"	"< 1 year"	"1"	11	1942904	Unreliable
	"Female"	"F"	"2015"	"2015"	"1-4 years"	"1-4"	33	7786776	0.4
	"Female"	"F"	"2015"	"2015"	"10-14 years"	"10-14"	28	10101942	0.3
	"Female"	"F"	"2015"	"2015"	"15-19 years"	"15-19"	286	10311036	2.8
	"Female"	"F"	"2015"	"2015"	"20-24 years"	"20-24"	1029	11071459	9.3
	"Female"	"F"	"2015"	"2015"	"25-29 years"	"25-29"	1638	11052155	14.8
	"Female"	"F"	"2015"	"2015"	"30-34 years"	"30-34"	2003	10785909	18.6
	"Female"	"F"	"2015"	"2015"	"35-39 years"	"35-39"	2087	10201161	20.5
	"Female"	"F"	"2015"	"2015"	"40-44 years"	"40-44"	2287	10185045	22.5
	"Female"	"F"	"2015"	"2015"	"45-49 years"	"45-49"	2627	10518915	25.0
	"Female"	"F"	"2015"	"2015"	"50-54 years"	"50-54"	3128	11370470	27.5
	"Female"	"F"	"2015"	"2015"	"55-59 years"	"55-59"	2592	11210375	23.1
	"Female"	"F"	"2015"	"2015"	"60-64 years "	"60-64"	1344	9952697	13.5
	"Female"	"F"	"2015"	"2015"	"65-69 years"	"65-69"	664	8471278	7.8
	"Female"	"F"	"2015"	"2015"	"70-74 years"	"70-74"	302	6186891	4.9
	"Female"	"F"	"2015"	"2015"	"75-79 years"	"75-79"	177	4512927	3.9
	"Female"	"F"	"2015"	"2015"	"80-84 years"	"80-84"	137	3386676	4.0
	"Female"	"F"	"2015"	"2015"	"85-89 years"	"85-89"	137	Not Applicable	Not Applicable
	"Female"	"F"	"2015"	"2015"	"90-94 years"	"90-94"	57	Not Applicable	Not Applicable
	"Female"	"F"	"2015"	"2015"	"95-99 years"	"95-99"	12	Not Applicable	Not Applicable
	"Female"	"F"	"2016"	"2016"	"< 1 year"	"1"	15	1939667	Unreliable
	"Female"	"F"	"2016"	"2016"	"1-4 years"	"1-4"	20	7800517	0.3
	"Female"	"F"	"2016"	"2016"	"5-9 years"	"5-9"	10	9999876	Unreliable
	"Female"	"F"	"2016"	"2016"	"10-14 years"	"10-14"	29	10099501	0.3
	"Female"	"F"	"2016"	"2016"	"15-19 years"	"15-19"	305	10328153	3.0
	"Female"	"F"	"2016"	"2016"	"20-24 years"	"20-24"	1239	10889963	11.4
	"Female"	"F"	"2016"	"2016"	"25-29 years"	"25-29"	2154	11259410	19.1
	"Female"	"F"	"2016"	"2016"	"30-34 years"	"30-34"	2479	10818095	22.9
	"Female"	"F"	"2016"	"2016"	"35-39 years"	"35-39"	2604	10397463	25.0
	"Female"	"F"	"2016"	"2016"	"40-44 years"	"40-44"	2338	9919930	23.6
	"Female"	"F"	"2016"	"2016"	"45-49 years"	"45-49"	2888	10571668	27.3
	"Female"	"F"	"2016"	"2016"	"50-54 years"	"50-54"	3207	11108872	28.9
	"Female"	"F"	"2016"	"2016"	"55-59 years"	"55-59"	2829	11296702	25.0
	"Female"	"F"	"2016"	"2016"	"60-64 years "	"60-64"	1604	10167404	15.8
	"Female"	"F"	"2016"	"2016"	"65-69 years"	"65-69"	749	8883164	8.4
	"Female"	"F"	"2016"	"2016"	"70-74 years"	"70-74"	351	6356057	5.5
	"Female"	"F"	"2016"	"2016"	"75-79 years"	"75-79"	172	4644276	3.7
	"Female"	"F"	"2016"	"2016"	"80-84 years"	"80-84"	134	3412384	3.9
	"Female"	"F"	"2016"	"2016"	"85-89 years"	"85-89"	110	Not Applicable	Not Applicable
	"Female"	"F"	"2016"	"2016"	"90-94 years"	"90-94"	66	Not Applicable	Not Applicable
	"Female"	"F"	"2016"	"2016"	"95-99 years"	"95-99"	27	Not Applicable	Not Applicable
	"Female"	"F"	"2017"	"2017"	"< 1 year"	"1"	17	1924145	Unreliable
	"Female"	"F"	"2017"	"2017"	"1-4 years"	"1-4"	13	7818747	Unreliable
	"Female"	"F"	"2017"	"2017"	"10-14 years"	"10-14"	46	10173382	0.5
	"Female"	"F"	"2017"	"2017"	"15-19 years"	"15-19"	295	10331169	2.9
	"Female"	"F"	"2017"	"2017"	"20-24 years"	"20-24"	1434	10769493	13.3
	"Female"	"F"	"2017"	"2017"	"25-29 years"	"25-29"	2418	11468230	21.1
	"Female"	"F"	"2017"	"2017"	"30-34 years"	"30-34"	2783	10883081	25.6
	"Female"	"F"	"2017"	"2017"	"35-39 years"	"35-39"	2853	10616012	26.9
	"Female"	"F"	"2017"	"2017"	"40-44 years"	"40-44"	2530	9890258	25.6
	"Female"	"F"	"2017"	"2017"	"45-49 years"	"45-49"	2996	10587683	28.3
	"Female"	"F"	"2017"	"2017"	"50-54 years"	"50-54"	3224	10880912	29.6
	"Female"	"F"	"2017"	"2017"	"55-59 years"	"55-59"	2918	11307436	25.8
	"Female"	"F"	"2017"	"2017"	"60-64 years "	"60-64"	1742	10430419	16.7
	"Female"	"F"	"2017"	"2017"	"65-69 years"	"65-69"	806	8906513	9.0
	"Female"	"F"	"2017"	"2017"	"70-74 years"	"70-74"	406	6899793	5.9
	"Female"	"F"	"2017"	"2017"	"75-79 years"	"75-79"	213	4842445	4.4
	"Female"	"F"	"2017"	"2017"	"80-84 years"	"80-84"	129	3456231	3.7
	"Female"	"F"	"2017"	"2017"	"85-89 years"	"85-89"	98	Not Applicable	Not Applicable
	"Female"	"F"	"2017"	"2017"	"90-94 years"	"90-94"	67	Not Applicable	Not Applicable
	"Female"	"F"	"2017"	"2017"	"95-99 years"	"95-99"	29	Not Applicable	Not Applicable
	"Female"	"F"	"2018"	"2018"	"< 1 year"	"1"	16	1879703	Unreliable
	"Female"	"F"	"2018"	"2018"	"1-4 years"	"1-4"	11	7798370	Unreliable
	"Female"	"F"	"2018"	"2018"	"10-14 years"	"10-14"	28	10220687	0.3
	"Female"	"F"	"2018"	"2018"	"15-19 years"	"15-19"	291	10322313	2.8
	"Female"	"F"	"2018"	"2018"	"20-24 years"	"20-24"	1246	10672032	11.7
	"Female"	"F"	"2018"	"2018"	"25-29 years"	"25-29"	2290	11542918	19.8
	"Female"	"F"	"2018"	"2018"	"30-34 years"	"30-34"	2678	10944147	24.5
	"Female"	"F"	"2018"	"2018"	"35-39 years"	"35-39"	2842	10773397	26.4
	"Female"	"F"	"2018"	"2018"	"40-44 years"	"40-44"	2445	9916891	24.7
	"Female"	"F"	"2018"	"2018"	"45-49 years"	"45-49"	2613	10483140	24.9
	"Female"	"F"	"2018"	"2018"	"50-54 years"	"50-54"	2875	10607357	27.1
	"Female"	"F"	"2018"	"2018"	"55-59 years"	"55-59"	2889	11271658	25.6
	"Female"	"F"	"2018"	"2018"	"60-64 years "	"60-64"	1751	10602115	16.5
	"Female"	"F"	"2018"	"2018"	"65-69 years"	"65-69"	856	9052080	9.5
	"Female"	"F"	"2018"	"2018"	"70-74 years"	"70-74"	404	7194151	5.6
	"Female"	"F"	"2018"	"2018"	"75-79 years"	"75-79"	225	5122392	4.4
	"Female"	"F"	"2018"	"2018"	"80-84 years"	"80-84"	141	3536942	4.0
	"Female"	"F"	"2018"	"2018"	"85-89 years"	"85-89"	111	Not Applicable	Not Applicable
	"Female"	"F"	"2018"	"2018"	"90-94 years"	"90-94"	69	Not Applicable	Not Applicable
	"Female"	"F"	"2018"	"2018"	"95-99 years"	"95-99"	16	Not Applicable	Not Applicable
	"Female"	"F"	"2019"	"2019"	"< 1 year"	"1"	20	1847935	1.1
	"Female"	"F"	"2019"	"2019"	"1-4 years"	"1-4"	26	7719541	0.3
	"Female"	"F"	"2019"	"2019"	"10-14 years"	"10-14"	33	10180007	0.3
	"Female"	"F"	"2019"	"2019"	"15-19 years"	"15-19"	303	10308963	2.9
	"Female"	"F"	"2019"	"2019"	"20-24 years"	"20-24"	1198	10568188	11.3
	"Female"	"F"	"2019"	"2019"	"25-29 years"	"25-29"	2206	11504446	19.2
	"Female"	"F"	"2019"	"2019"	"30-34 years"	"30-34"	2811	11076695	25.4
	"Female"	"F"	"2019"	"2019"	"35-39 years"	"35-39"	2934	10852580	27.0
	"Female"	"F"	"2019"	"2019"	"40-44 years"	"40-44"	2424	10014484	24.2
	"Female"	"F"	"2019"	"2019"	"45-49 years"	"45-49"	2655	10312396	25.7
	"Female"	"F"	"2019"	"2019"	"50-54 years"	"50-54"	2833	10390540	27.3
	"Female"	"F"	"2019"	"2019"	"55-59 years"	"55-59"	2843	11234902	25.3
	"Female"	"F"	"2019"	"2019"	"60-64 years "	"60-64"	1869	10714416	17.4
	"Female"	"F"	"2019"	"2019"	"65-69 years"	"65-69"	891	9255228	9.6
	"Female"	"F"	"2019"	"2019"	"70-74 years"	"70-74"	474	7528626	6.3
	"Female"	"F"	"2019"	"2019"	"75-79 years"	"75-79"	249	5334166	4.7
	"Female"	"F"	"2019"	"2019"	"80-84 years"	"80-84"	155	3637483	4.3
	"Female"	"F"	"2019"	"2019"	"85-89 years"	"85-89"	110	Not Applicable	Not Applicable
	"Female"	"F"	"2019"	"2019"	"90-94 years"	"90-94"	55	Not Applicable	Not Applicable
	"Female"	"F"	"2019"	"2019"	"95-99 years"	"95-99"	16	Not Applicable	Not Applicable
	"Female"	"F"	"2020 "	"2020"	"< 1 year"	"1"	31	1826869	1.7
	"Female"	"F"	"2020 "	"2020"	"1-4 years"	"1-4"	28	7613266	0.4
	"Female"	"F"	"2020 "	"2020"	"10-14 years"	"10-14"	57	10159455	0.6
	"Female"	"F"	"2020 "	"2020"	"15-19 years"	"15-19"	482	10266332	4.7
	"Female"	"F"	"2020 "	"2020"	"20-24 years"	"20-24"	1542	10561909	14.6
	"Female"	"F"	"2020 "	"2020"	"25-29 years"	"25-29"	2792	11356117	24.6
	"Female"	"F"	"2020 "	"2020"	"30-34 years"	"30-34"	3629	11269150	32.2
	"Female"	"F"	"2020 "	"2020"	"35-39 years"	"35-39"	3728	10890716	34.2
	"Female"	"F"	"2020 "	"2020"	"40-44 years"	"40-44"	3355	10199608	32.9
	"Female"	"F"	"2020 "	"2020"	"45-49 years"	"45-49"	3132	10097702	31.0
	"Female"	"F"	"2020 "	"2020"	"50-54 years"	"50-54"	3208	10343739	31.0
	"Female"	"F"	"2020 "	"2020"	"55-59 years"	"55-59"	3204	11091171	28.9
	"Female"	"F"	"2020 "	"2020"	"60-64 years "	"60-64"	2218	10823072	20.5
	"Female"	"F"	"2020 "	"2020"	"65-69 years"	"65-69"	1048	9483316	11.1
	"Female"	"F"	"2020 "	"2020"	"70-74 years"	"70-74"	451	7882542	5.7
	"Female"	"F"	"2020 "	"2020"	"75-79 years"	"75-79"	221	5513149	4.0
	"Female"	"F"	"2020 "	"2020"	"80-84 years"	"80-84"	154	3715123	4.1
	"Female"	"F"	"2020 "	"2020"	"85-89 years"	"85-89"	109	Not Applicable	Not Applicable
	"Female"	"F"	"2020 "	"2020"	"90-94 years"	"90-94"	70	Not Applicable	Not Applicable
	"Female"	"F"	"2020 "	"2020"	"95-99 years"	"95-99"	16	Not Applicable	Not Applicable
	"Male"	"M"	"1999"	"1999"	"< 1 year"	"1"	14	1943639	Unreliable
	"Male"	"M"	"1999"	"1999"	"1-4 years"	"1-4"	12	7846168	Unreliable
	"Male"	"M"	"1999"	"1999"	"10-14 years"	"10-14"	15	10357700	Unreliable
	"Male"	"M"	"1999"	"1999"	"15-19 years"	"15-19"	251	10323033	2.4
	"Male"	"M"	"1999"	"1999"	"20-24 years"	"20-24"	730	9492814	7.7
	"Male"	"M"	"1999"	"1999"	"25-29 years"	"25-29"	1067	9879090	10.8
	"Male"	"M"	"1999"	"1999"	"30-34 years"	"30-34"	1512	10354226	14.6
	"Male"	"M"	"1999"	"1999"	"35-39 years"	"35-39"	2238	11408395	19.6
	"Male"	"M"	"1999"	"1999"	"40-44 years"	"40-44"	2669	10998678	24.3
	"Male"	"M"	"1999"	"1999"	"45-49 years"	"45-49"	2121	9666473	21.9
	"Male"	"M"	"1999"	"1999"	"50-54 years"	"50-54"	1012	8279041	12.2
	"Male"	"M"	"1999"	"1999"	"55-59 years"	"55-59"	451	6319787	7.1
	"Male"	"M"	"1999"	"1999"	"60-64 years "	"60-64"	237	5079476	4.7
	"Male"	"M"	"1999"	"1999"	"65-69 years"	"65-69"	164	4399510	3.7
	"Male"	"M"	"1999"	"1999"	"70-74 years"	"70-74"	122	3893975	3.1
	"Male"	"M"	"1999"	"1999"	"75-79 years"	"75-79"	104	3011385	3.5
	"Male"	"M"	"1999"	"1999"	"80-84 years"	"80-84"	80	1802331	4.4
	"Male"	"M"	"1999"	"1999"	"85-89 years"	"85-89"	51	Not Applicable	Not Applicable
	"Male"	"M"	"1999"	"1999"	"90-94 years"	"90-94"	16	Not Applicable	Not Applicable
	"Male"	"M"	"2000"	"2000"	"< 1 year"	"1"	12	1949017	Unreliable
	"Male"	"M"	"2000"	"2000"	"1-4 years"	"1-4"	13	7861716	Unreliable
	"Male"	"M"	"2000"	"2000"	"10-14 years"	"10-14"	19	10520197	Unreliable
	"Male"	"M"	"2000"	"2000"	"15-19 years"	"15-19"	318	10391004	3.1
	"Male"	"M"	"2000"	"2000"	"20-24 years"	"20-24"	848	9687814	8.8
	"Male"	"M"	"2000"	"2000"	"25-29 years"	"25-29"	1057	9798760	10.8
	"Male"	"M"	"2000"	"2000"	"30-34 years"	"30-34"	1458	10321769	14.1
	"Male"	"M"	"2000"	"2000"	"35-39 years"	"35-39"	2242	11318696	19.8
	"Male"	"M"	"2000"	"2000"	"40-44 years"	"40-44"	2648	11129102	23.8
	"Male"	"M"	"2000"	"2000"	"45-49 years"	"45-49"	2170	9889506	21.9
	"Male"	"M"	"2000"	"2000"	"50-54 years"	"50-54"	1188	8607724	13.8
	"Male"	"M"	"2000"	"2000"	"55-59 years"	"55-59"	433	6508729	6.7
	"Male"	"M"	"2000"	"2000"	"60-64 years "	"60-64"	198	5136627	3.9
	"Male"	"M"	"2000"	"2000"	"65-69 years"	"65-69"	127	4400362	2.9
	"Male"	"M"	"2000"	"2000"	"70-74 years"	"70-74"	108	3902912	2.8
	"Male"	"M"	"2000"	"2000"	"75-79 years"	"75-79"	109	3044456	3.6
	"Male"	"M"	"2000"	"2000"	"80-84 years"	"80-84"	78	1834897	4.3
	"Male"	"M"	"2000"	"2000"	"85-89 years"	"85-89"	63	Not Applicable	Not Applicable
	"Male"	"M"	"2000"	"2000"	"90-94 years"	"90-94"	25	Not Applicable	Not Applicable
	"Male"	"M"	"2001"	"2001"	"< 1 year"	"1"	14	2049753	Unreliable
	"Male"	"M"	"2001"	"2001"	"1-4 years"	"1-4"	21	7817023	0.3
	"Male"	"M"	"2001"	"2001"	"10-14 years"	"10-14"	19	10747209	Unreliable
	"Male"	"M"	"2001"	"2001"	"15-19 years"	"15-19"	386	10547387	3.7
	"Male"	"M"	"2001"	"2001"	"20-24 years"	"20-24"	964	10080336	9.6
	"Male"	"M"	"2001"	"2001"	"25-29 years"	"25-29"	1142	9516234	12.0
	"Male"	"M"	"2001"	"2001"	"30-34 years"	"30-34"	1498	10388245	14.4
	"Male"	"M"	"2001"	"2001"	"35-39 years"	"35-39"	2302	11094408	20.7
	"Male"	"M"	"2001"	"2001"	"40-44 years"	"40-44"	2777	11314915	24.5
	"Male"	"M"	"2001"	"2001"	"45-49 years"	"45-49"	2440	10193034	23.9
	"Male"	"M"	"2001"	"2001"	"50-54 years"	"50-54"	1353	9146153	14.8
	"Male"	"M"	"2001"	"2001"	"55-59 years"	"55-59"	530	6759579	7.8
	"Male"	"M"	"2001"	"2001"	"60-64 years "	"60-64"	230	5302150	4.3
	"Male"	"M"	"2001"	"2001"	"65-69 years"	"65-69"	164	4427615	3.7
	"Male"	"M"	"2001"	"2001"	"70-74 years"	"70-74"	129	3913438	3.3
	"Male"	"M"	"2001"	"2001"	"75-79 years"	"75-79"	116	3077254	3.8
	"Male"	"M"	"2001"	"2001"	"80-84 years"	"80-84"	75	1926631	3.9
	"Male"	"M"	"2001"	"2001"	"85-89 years"	"85-89"	45	Not Applicable	Not Applicable
	"Male"	"M"	"2001"	"2001"	"90-94 years"	"90-94"	23	Not Applicable	Not Applicable
	"Male"	"M"	"2002"	"2002"	"< 1 year"	"1"	20	2018522	1.0
	"Male"	"M"	"2002"	"2002"	"10-14 years"	"10-14"	18	10889999	Unreliable
	"Male"	"M"	"2002"	"2002"	"15-19 years"	"15-19"	447	10628491	4.2
	"Male"	"M"	"2002"	"2002"	"20-24 years"	"20-24"	1175	10327520	11.4
	"Male"	"M"	"2002"	"2002"	"25-29 years"	"25-29"	1346	9442754	14.3
	"Male"	"M"	"2002"	"2002"	"30-34 years"	"30-34"	1793	10388113	17.3
	"Male"	"M"	"2002"	"2002"	"35-39 years"	"35-39"	2534	10847772	23.4
	"Male"	"M"	"2002"	"2002"	"40-44 years"	"40-44"	3194	11353422	28.1
	"Male"	"M"	"2002"	"2002"	"45-49 years"	"45-49"	2765	10466497	26.4
	"Male"	"M"	"2002"	"2002"	"50-54 years"	"50-54"	1752	9168094	19.1
	"Male"	"M"	"2002"	"2002"	"55-59 years"	"55-59"	724	7341077	9.9
	"Male"	"M"	"2002"	"2002"	"60-64 years "	"60-64"	316	5508597	5.7
	"Male"	"M"	"2002"	"2002"	"65-69 years"	"65-69"	181	4474667	4.0
	"Male"	"M"	"2002"	"2002"	"70-74 years"	"70-74"	130	3897210	3.3
	"Male"	"M"	"2002"	"2002"	"75-79 years"	"75-79"	120	3101769	3.9
	"Male"	"M"	"2002"	"2002"	"80-84 years"	"80-84"	95	1998991	4.8
	"Male"	"M"	"2002"	"2002"	"85-89 years"	"85-89"	62	Not Applicable	Not Applicable
	"Male"	"M"	"2002"	"2002"	"90-94 years"	"90-94"	33	Not Applicable	Not Applicable
	"Male"	"M"	"2003"	"2003"	"< 1 year"	"1"	17	2033237	Unreliable
	"Male"	"M"	"2003"	"2003"	"1-4 years"	"1-4"	21	7979882	0.3
	"Male"	"M"	"2003"	"2003"	"10-14 years"	"10-14"	18	10970478	Unreliable
	"Male"	"M"	"2003"	"2003"	"15-19 years"	"15-19"	477	10710599	4.5
	"Male"	"M"	"2003"	"2003"	"20-24 years"	"20-24"	1478	10497965	14.1
	"Male"	"M"	"2003"	"2003"	"25-29 years"	"25-29"	1508	9464481	15.9
	"Male"	"M"	"2003"	"2003"	"30-34 years"	"30-34"	1853	10278392	18.0
	"Male"	"M"	"2003"	"2003"	"35-39 years"	"35-39"	2549	10604058	24.0
	"Male"	"M"	"2003"	"2003"	"40-44 years"	"40-44"	3324	11343445	29.3
	"Male"	"M"	"2003"	"2003"	"45-49 years"	"45-49"	3131	10705411	29.2
	"Male"	"M"	"2003"	"2003"	"50-54 years"	"50-54"	2022	9337624	21.7
	"Male"	"M"	"2003"	"2003"	"55-59 years"	"55-59"	883	7672601	11.5
	"Male"	"M"	"2003"	"2003"	"60-64 years "	"60-64"	383	5816925	6.6
	"Male"	"M"	"2003"	"2003"	"65-69 years"	"65-69"	234	4577090	5.1
	"Male"	"M"	"2003"	"2003"	"70-74 years"	"70-74"	150	3875623	3.9
	"Male"	"M"	"2003"	"2003"	"75-79 years"	"75-79"	145	3131860	4.6
	"Male"	"M"	"2003"	"2003"	"80-84 years"	"80-84"	108	2051421	5.3
	"Male"	"M"	"2003"	"2003"	"85-89 years"	"85-89"	72	Not Applicable	Not Applicable
	"Male"	"M"	"2003"	"2003"	"90-94 years"	"90-94"	35	Not Applicable	Not Applicable
	"Male"	"M"	"2004"	"2004"	"< 1 year"	"1"	11	2052042	Unreliable
	"Male"	"M"	"2004"	"2004"	"1-4 years"	"1-4"	16	8058452	Unreliable
	"Male"	"M"	"2004"	"2004"	"10-14 years"	"10-14"	21	10967974	0.2
	"Male"	"M"	"2004"	"2004"	"15-19 years"	"15-19"	599	10859759	5.5
	"Male"	"M"	"2004"	"2004"	"20-24 years"	"20-24"	1588	10654919	14.9
	"Male"	"M"	"2004"	"2004"	"25-29 years"	"25-29"	1734	9627975	18.0
	"Male"	"M"	"2004"	"2004"	"30-34 years"	"30-34"	1820	10118356	18.0
	"Male"	"M"	"2004"	"2004"	"35-39 years"	"35-39"	2490	10421329	23.9
	"Male"	"M"	"2004"	"2004"	"40-44 years"	"40-44"	3247	11363212	28.6
	"Male"	"M"	"2004"	"2004"	"45-49 years"	"45-49"	3281	10880756	30.2
	"Male"	"M"	"2004"	"2004"	"50-54 years"	"50-54"	2247	9565045	23.5
	"Male"	"M"	"2004"	"2004"	"55-59 years"	"55-59"	1043	8059227	12.9
	"Male"	"M"	"2004"	"2004"	"60-64 years "	"60-64"	453	6060330	7.5
	"Male"	"M"	"2004"	"2004"	"65-69 years"	"65-69"	222	4703011	4.7
	"Male"	"M"	"2004"	"2004"	"70-74 years"	"70-74"	171	3854159	4.4
	"Male"	"M"	"2004"	"2004"	"75-79 years"	"75-79"	160	3140080	5.1
	"Male"	"M"	"2004"	"2004"	"80-84 years"	"80-84"	118	2111081	5.6
	"Male"	"M"	"2004"	"2004"	"85-89 years"	"85-89"	82	Not Applicable	Not Applicable
	"Male"	"M"	"2004"	"2004"	"90-94 years"	"90-94"	40	Not Applicable	Not Applicable
	"Male"	"M"	"2005"	"2005"	"< 1 year"	"1"	18	2047711	Unreliable
	"Male"	"M"	"2005"	"2005"	"1-4 years"	"1-4"	23	8127884	0.3
	"Male"	"M"	"2005"	"2005"	"10-14 years"	"10-14"	17	10864197	Unreliable
	"Male"	"M"	"2005"	"2005"	"15-19 years"	"15-19"	582	11051425	5.3
	"Male"	"M"	"2005"	"2005"	"20-24 years"	"20-24"	1737	10737149	16.2
	"Male"	"M"	"2005"	"2005"	"25-29 years"	"25-29"	1944	9822166	19.8
	"Male"	"M"	"2005"	"2005"	"30-34 years"	"30-34"	2026	9888783	20.5
	"Male"	"M"	"2005"	"2005"	"35-39 years"	"35-39"	2432	10387033	23.4
	"Male"	"M"	"2005"	"2005"	"40-44 years"	"40-44"	3397	11253162	30.2
	"Male"	"M"	"2005"	"2005"	"45-49 years"	"45-49"	3543	11060083	32.0
	"Male"	"M"	"2005"	"2005"	"50-54 years"	"50-54"	2600	9821292	26.5
	"Male"	"M"	"2005"	"2005"	"55-59 years"	"55-59"	1351	8495361	15.9
	"Male"	"M"	"2005"	"2005"	"60-64 years "	"60-64"	561	6277726	8.9
	"Male"	"M"	"2005"	"2005"	"65-69 years"	"65-69"	254	4809127	5.3
	"Male"	"M"	"2005"	"2005"	"70-74 years"	"70-74"	198	3874001	5.1
	"Male"	"M"	"2005"	"2005"	"75-79 years"	"75-79"	205	3164353	6.5
	"Male"	"M"	"2005"	"2005"	"80-84 years"	"80-84"	149	2156614	6.9
	"Male"	"M"	"2005"	"2005"	"85-89 years"	"85-89"	100	Not Applicable	Not Applicable
	"Male"	"M"	"2005"	"2005"	"90-94 years"	"90-94"	45	Not Applicable	Not Applicable
	"Male"	"M"	"2005"	"2005"	"95-99 years"	"95-99"	12	Not Applicable	Not Applicable
	"Male"	"M"	"2006"	"2006"	"< 1 year"	"1"	23	2065819	1.1
	"Male"	"M"	"2006"	"2006"	"1-4 years"	"1-4"	20	8122053	0.2
	"Male"	"M"	"2006"	"2006"	"10-14 years"	"10-14"	24	10771194	0.2
	"Male"	"M"	"2006"	"2006"	"15-19 years"	"15-19"	654	11210416	5.8
	"Male"	"M"	"2006"	"2006"	"20-24 years"	"20-24"	2127	10797351	19.7
	"Male"	"M"	"2006"	"2006"	"25-29 years"	"25-29"	2466	10095589	24.4
	"Male"	"M"	"2006"	"2006"	"30-34 years"	"30-34"	2342	9673250	24.2
	"Male"	"M"	"2006"	"2006"	"35-39 years"	"35-39"	2752	10451785	26.3
	"Male"	"M"	"2006"	"2006"	"40-44 years"	"40-44"	3681	11064405	33.3
	"Male"	"M"	"2006"	"2006"	"45-49 years"	"45-49"	3943	11209831	35.2
	"Male"	"M"	"2006"	"2006"	"50-54 years"	"50-54"	3139	10064753	31.2
	"Male"	"M"	"2006"	"2006"	"55-59 years"	"55-59"	1657	8923795	18.6
	"Male"	"M"	"2006"	"2006"	"60-64 years "	"60-64"	604	6474264	9.3
	"Male"	"M"	"2006"	"2006"	"65-69 years"	"65-69"	292	4943999	5.9
	"Male"	"M"	"2006"	"2006"	"70-74 years"	"70-74"	212	3908390	5.4
	"Male"	"M"	"2006"	"2006"	"75-79 years"	"75-79"	193	3177898	6.1
	"Male"	"M"	"2006"	"2006"	"80-84 years"	"80-84"	175	2184568	8.0
	"Male"	"M"	"2006"	"2006"	"85-89 years"	"85-89"	108	Not Applicable	Not Applicable
	"Male"	"M"	"2006"	"2006"	"90-94 years"	"90-94"	61	Not Applicable	Not Applicable
	"Male"	"M"	"2006"	"2006"	"95-99 years"	"95-99"	11	Not Applicable	Not Applicable
	"Male"	"M"	"2007"	"2007"	"< 1 year"	"1"	18	2120816	Unreliable
	"Male"	"M"	"2007"	"2007"	"1-4 years"	"1-4"	21	8164877	0.3
	"Male"	"M"	"2007"	"2007"	"10-14 years"	"10-14"	36	10670960	0.3
	"Male"	"M"	"2007"	"2007"	"15-19 years"	"15-19"	725	11336490	6.4
	"Male"	"M"	"2007"	"2007"	"20-24 years"	"20-24"	2035	10807836	18.8
	"Male"	"M"	"2007"	"2007"	"25-29 years"	"25-29"	2542	10313439	24.6
	"Male"	"M"	"2007"	"2007"	"30-34 years"	"30-34"	2317	9611431	24.1
	"Male"	"M"	"2007"	"2007"	"35-39 years"	"35-39"	2698	10461052	25.8
	"Male"	"M"	"2007"	"2007"	"40-44 years"	"40-44"	3323	10833176	30.7
	"Male"	"M"	"2007"	"2007"	"45-49 years"	"45-49"	3716	11257548	33.0
	"Male"	"M"	"2007"	"2007"	"50-54 years"	"50-54"	3131	10344429	30.3
	"Male"	"M"	"2007"	"2007"	"55-59 years"	"55-59"	1812	8945299	20.3
	"Male"	"M"	"2007"	"2007"	"60-64 years "	"60-64"	725	7034464	10.3
	"Male"	"M"	"2007"	"2007"	"65-69 years"	"65-69"	303	5145430	5.9
	"Male"	"M"	"2007"	"2007"	"70-74 years"	"70-74"	170	3957495	4.3
	"Male"	"M"	"2007"	"2007"	"75-79 years"	"75-79"	106	3175139	3.3
	"Male"	"M"	"2007"	"2007"	"80-84 years"	"80-84"	97	2217809	4.4
	"Male"	"M"	"2007"	"2007"	"85-89 years"	"85-89"	66	Not Applicable	Not Applicable
	"Male"	"M"	"2007"	"2007"	"90-94 years"	"90-94"	25	Not Applicable	Not Applicable
	"Male"	"M"	"2008"	"2008"	"< 1 year"	"1"	12	2109846	Unreliable
	"Male"	"M"	"2008"	"2008"	"1-4 years"	"1-4"	27	8247098	0.3
	"Male"	"M"	"2008"	"2008"	"10-14 years"	"10-14"	30	10598181	0.3
	"Male"	"M"	"2008"	"2008"	"15-19 years"	"15-19"	718	11405732	6.3
	"Male"	"M"	"2008"	"2008"	"20-24 years"	"20-24"	1998	10841046	18.4
	"Male"	"M"	"2008"	"2008"	"25-29 years"	"25-29"	2589	10509136	24.6
	"Male"	"M"	"2008"	"2008"	"30-34 years"	"30-34"	2347	9678926	24.2
	"Male"	"M"	"2008"	"2008"	"35-39 years"	"35-39"	2660	10379654	25.6
	"Male"	"M"	"2008"	"2008"	"40-44 years"	"40-44"	3035	10617099	28.6
	"Male"	"M"	"2008"	"2008"	"45-49 years"	"45-49"	3679	11263990	32.7
